!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E0' TableTitle='SBTAB example small E0' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E0T45	4.5	1.9971	0.14997	2.0023	0.19959	0.49986	0.050034
E0T46	4.6	1.9971	0.14997	2.0023	0.19959	0.49986	0.050034
E0T47	4.7	1.9971	0.14997	2.0023	0.19959	0.49986	0.050035
E0T48	4.8	1.9971	0.14997	2.0023	0.19959	0.49987	0.050035
E0T49	4.9	1.9971	0.14997	2.0023	0.19959	0.49987	0.050036
E0T50	5	1.9971	0.14997	2.0023	0.19959	0.49987	0.050036
E0T51	5.1	1.9971	0.14997	2.0024	0.19959	0.49987	0.050036
E0T52	5.2	1.9971	0.14997	2.0024	0.19959	0.49987	0.050036
E0T53	5.3	1.9971	0.14997	2.0024	0.19959	0.49987	0.050036
E0T54	5.4	1.9971	0.14997	2.0024	0.19959	0.49988	0.050036
E0T55	5.5	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T56	5.6	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T57	5.7	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T58	5.8	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T59	5.9	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T60	6	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T61	6.1	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T62	6.2	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T63	6.3	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T64	6.4	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T65	6.5	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T66	6.6	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T67	6.7	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T68	6.8	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T69	6.9	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T70	7	1.9971	0.14997	2.0024	0.19959	0.49988	0.050037
E0T71	7.1	2.2048	0.21269	1.8237	0.25231	0.46062	0.066124
E0T72	7.2	2.5797	0.23758	1.468	0.30203	0.37771	0.086207
E0T73	7.3	2.8987	0.2191	1.1395	0.28429	0.29554	0.085772
E0T74	7.4	3.1445	0.1998	0.88382	0.25565	0.22975	0.077913
E0T75	7.5	3.3336	0.18052	0.68836	0.22797	0.17929	0.069006
E0T76	7.6	3.4795	0.16096	0.53829	0.20151	0.14068	0.060735
E0T77	7.7	3.5925	0.14177	0.42246	0.1765	0.11093	0.053142
E0T78	7.8	3.6802	0.12359	0.33264	0.15338	0.087844	0.046237
E0T79	7.9	3.7485	0.10684	0.26272	0.13244	0.069836	0.040042
E0T80	8	3.8018	0.091754	0.20807	0.11379	0.055716	0.034547
E0T81	8.1	3.8435	0.078375	0.16522	0.097372	0.044594	0.029721
E0T82	8.2	3.8762	0.066662	0.13151	0.083069	0.0358	0.025514
E0T83	8.3	3.9019	0.056506	0.10492	0.070697	0.028819	0.021867
E0T84	8.4	3.9222	0.047766	0.083891	0.060057	0.023259	0.01872
E0T85	8.5	3.9381	0.040289	0.067211	0.050946	0.018818	0.016013
E0T86	8.6	3.9507	0.033922	0.053952	0.043171	0.015259	0.01369
E0T87	8.7	3.9607	0.028521	0.043388	0.036555	0.0124	0.011701
E0T88	8.8	3.9686	0.023953	0.034955	0.030935	0.010097	0.01
E0T89	8.9	3.9749	0.020099	0.028208	0.02617	0.0082378	0.01
E0T90	9	3.9799	0.016853	0.0228	0.022134	0.0067334	0.01
E0T91	9.1	3.9839	0.014125	0.018458	0.018719	0.0055133	0.01
E0T92	9.2	3.9871	0.011833	0.014965	0.015831	0.004522	0.01
E0T93	9.3	3.9896	0.01	0.01215	0.01339	0.0037149	0.01
E0T94	9.4	3.9916	0.01	0.0098783	0.011327	0.0030566	0.01
E0T95	9.5	3.9933	0.01	0.0080421	0.01	0.0025187	0.01
E0T96	9.6	3.9946	0.01	0.0065557	0.01	0.0020784	0.01
E0T97	9.7	3.9956	0.01	0.0053507	0.01	0.0017175	0.01
E0T98	9.8	3.9965	0.01	0.0043725	0.01	0.0014211	0.01
E0T99	9.9	3.9971	0.01	0.0035773	0.01	0.0011774	0.01
E0T100	10	3.9977	0.01	0.00293	0.01	0.00097675	0.01
