!!SBtab	SBtabVersion='1.0' Document='SBTAB example small' TableName='E2' TableTitle='SBTAB example small E2' TableType = 'QuantityMatrix'						
!ID	!Time	>Y0	SD_Y0	>Y1	SD_Y1	>Y2	SD_Y2
E2T40	4	0.02737	0.094991	3.9518	0.25553	0.98635	0.12315
E2T41	4.1	0.02685	0.094984	3.9526	0.25556	0.98662	0.12318
E2T42	4.2	0.026594	0.094984	3.953	0.25558	0.98677	0.1232
E2T43	4.3	0.026466	0.094985	3.9532	0.25559	0.98686	0.12321
E2T44	4.4	0.026401	0.094986	3.9533	0.2556	0.98691	0.12321
E2T45	4.5	0.026368	0.094987	3.9534	0.2556	0.98693	0.12322
E2T46	4.6	0.026351	0.094987	3.9534	0.2556	0.98695	0.12322
E2T47	4.7	0.026342	0.094987	3.9535	0.25561	0.98696	0.12322
E2T48	4.8	0.026337	0.094987	3.9535	0.25561	0.98696	0.12322
E2T49	4.9	0.026334	0.094987	3.9535	0.25561	0.98697	0.12322
E2T50	5	0.026333	0.094987	3.9535	0.25561	0.98697	0.12322
E2T51	5.1	1.6105	0.19991	2.365	0.28994	0.58598	0.10627
E2T52	5.2	2.5539	0.22688	1.4301	0.29629	0.35385	0.095807
E2T53	5.3	3.1197	0.20026	0.87288	0.25298	0.21659	0.078056
E2T54	5.4	3.4611	0.15935	0.53725	0.19848	0.13409	0.059982
E2T55	5.5	3.6684	0.12011	0.33318	0.14885	0.083842	0.044605
E2T56	5.6	3.795	0.087665	0.20804	0.10873	0.052886	0.032539
E2T57	5.7	3.8727	0.062692	0.13073	0.078142	0.033623	0.023464
E2T58	5.8	3.9206	0.044228	0.082629	0.055578	0.02153	0.016801
E2T59	5.9	3.9503	0.030915	0.052512	0.039266	0.013878	0.01198
E2T60	6	3.9687	0.021472	0.033543	0.027624	0.0089992	0.01
E2T61	6.1	3.9803	0.014848	0.021529	0.019384	0.0058686	0.01
E2T62	6.2	3.9875	0.010237	0.01388	0.013582	0.0038471	0.01
E2T63	6.3	3.9921	0.01	0.0089873	0.01	0.0025344	0.01
E2T64	6.4	3.9949	0.01	0.0058429	0.01	0.0016773	0.01
E2T65	6.5	3.9968	0.01	0.0038133	0.01	0.0011149	0.01
E2T66	6.6	3.9979	0.01	0.0024978	0.01	0.00074411	0.01
E2T67	6.7	3.9987	0.01	0.0016419	0.01	0.00049859	0.01
E2T68	6.8	3.9991	0.01	0.001083	0.01	0.00033531	0.01
E2T69	6.9	3.9994	0.01	0.00071657	0.01	0.00022631	0.01
E2T70	7	3.9996	0.01	0.00047561	0.01	0.00015325	0.01
E2T71	7.1	3.9998	0.01	0.00031662	0.01	0.00010411	0.01
E2T72	7.2	3.9998	0.01	0.00021139	0.01	7.0951e-05	0.01
E2T73	7.3	3.9999	0.01	0.00014152	0.01	4.8494e-05	0.01
E2T74	7.4	3.9999	0.01	9.4994e-05	0.01	3.324e-05	0.01
E2T75	7.5	4	0.01	6.393e-05	0.01	2.2846e-05	0.01
E2T76	7.6	4	0.01	4.3132e-05	0.01	1.5744e-05	0.01
E2T77	7.7	4	0.01	2.917e-05	0.01	1.0877e-05	0.01
E2T78	7.8	4	0.01	1.9774e-05	0.01	7.5334e-06	0.01
E2T79	7.9	4	0.01	1.3435e-05	0.01	5.2299e-06	0.01
E2T80	8	4	0.01	9.148e-06	0.01	3.6391e-06	0.01
E2T81	8.1	4	0.01	6.2424e-06	0.01	2.5378e-06	0.01
E2T82	8.2	4	0.01	4.2685e-06	0.01	1.7736e-06	0.01
E2T83	8.3	4	0.01	2.9247e-06	0.01	1.2421e-06	0.01
E2T84	8.4	4	0.01	2.0079e-06	0.01	8.717e-07	0.01
E2T85	8.5	4	0.01	1.3811e-06	0.01	6.1294e-07	0.01
E2T86	8.6	4	0.01	9.518e-07	0.01	4.3183e-07	0.01
E2T87	8.7	4	0.01	6.5711e-07	0.01	3.048e-07	0.01
E2T88	8.8	4	0.01	4.5447e-07	0.01	2.1553e-07	0.01
E2T89	8.9	4	0.01	3.1486e-07	0.01	1.5268e-07	0.01
E2T90	9	4	0.01	2.1851e-07	0.01	1.0835e-07	0.01
E2T91	9.1	4	0.01	1.519e-07	0.01	7.7015e-08	0.01
E2T92	9.2	4	0.01	1.0576e-07	0.01	5.4836e-08	0.01
E2T93	9.3	4	0.01	7.3752e-08	0.01	3.9107e-08	0.01
E2T94	9.4	4	0.01	5.151e-08	0.01	2.7935e-08	0.01
E2T95	9.5	4	0.01	3.6031e-08	0.01	1.9985e-08	0.01
E2T96	9.6	4	0.01	2.524e-08	0.01	1.432e-08	0.01
E2T97	9.7	4	0.01	1.7706e-08	0.01	1.0276e-08	0.01
E2T98	9.8	4	0.01	1.2439e-08	0.01	7.3846e-09	0.01
E2T99	9.9	4	0.01	8.7506e-09	0.01	5.3147e-09	0.01
E2T100	10	4	0.01	6.1642e-09	0.01	3.8303e-09	0.01
